 4430   Z88I5.TXT,via Z88G V12 NASTRAN
187842 +5.00000E+000   834   832   831
188165 +5.00000E+000 16472 16301 16302
188450 +5.00000E+000 16655 16317 16316
188694 +5.00000E+000 16158 16531 16159
188759 +5.00000E+000 16223 16158 16222
189038 +5.00000E+000 16157 16158 16223
189205 +5.00000E+000   483   477   482
189919 +5.00000E+000 16330 16336 16335
189932 +5.00000E+000 15548 15809 15547
190967 +5.00000E+000 16276 16271 16117
191217 +5.00000E+000 16578 16576 16615
191254 +5.00000E+000 16153 16154 16232
191824 +5.00000E+000 15034 15033 16671
191893 +5.00000E+000   612   606   611
192087 +5.00000E+000 16241 16239 16243
193218 +5.00000E+000 16438 16483 16474
193222 +5.00000E+000 16483 16438 16439
193371 +5.00000E+000 16021 16018 16003
193420 +5.00000E+000 16312 16659 16313
193443 +5.00000E+000 16617 16614 16612
193446 +5.00000E+000 16620 16619 16616
193645 +5.00000E+000 16405 16444 16446
193648 +5.00000E+000 16407 16405 16446
193810 +5.00000E+000 15840 15843 15858
193815 +5.00000E+000 15862 15861 15844
193863 +5.00000E+000 16484 16489 16486
193903 +5.00000E+000 15040 16678 15041
193904 +5.00000E+000 15041 16678 16679
193905 +5.00000E+000 16295 16552 16294
193906 +5.00000E+000 16679 16294 16293
194114 +5.00000E+000 16400 16401 16403
194175 +5.00000E+000 16086 16085 15708
194178 +5.00000E+000 16513 16519 16508
194294 +5.00000E+000 16384 16405 16366
194297 +5.00000E+000 16515 16518 16517
194300 +5.00000E+000 16533 16535 16496
194319 +5.00000E+000   633   758   634
194384 +5.00000E+000 16572 16574 16571
194541 +5.00000E+000 16402 16403 16408
194920 +5.00000E+000 15077 15196 15076
194942 +5.00000E+000 15642 15636 15647
194996 +5.00000E+000 16432 16415 16433
194997 +5.00000E+000 16433 16415 16452
195004 +5.00000E+000 16111 16110 15732
195086 +5.00000E+000 15378 15379 15109
195088 +5.00000E+000 16673 16299 16298
195121 +5.00000E+000 15608 15607 15609
195122 +5.00000E+000 15605 15606 15613
195267 +5.00000E+000 15695 15696 16653
195320 +5.00000E+000 14996 16092 14997
195320 +5.00000E+000 14996 14997 15305
195323 +5.00000E+000 16094 14997 16093
195324 +5.00000E+000 15714 16092 16091
195776 +5.00000E+000 15733 15734 16112
195985 +5.00000E+000 16669 16302 16670
195987 +5.00000E+000 16423 16304 16422
196020 +5.00000E+000 16287 16288 16631
196027 +5.00000E+000 16452 16415 16413
196233 +5.00000E+000 15917 15918 15920
196371 +5.00000E+000   810   816   821
196724 +5.00000E+000 16414 16432 16429
196725 +5.00000E+000 16411 16429 16428
196726 +5.00000E+000 16428 16410 16411
196729 +5.00000E+000 15122 15025 15026
196731 +5.00000E+000 15025 15123 15024
196732 +5.00000E+000 15124 15024 15123
196804 +5.00000E+000 15258 15255 15257
196817 +5.00000E+000 16443 16487 16442
197407 +5.00000E+000 15790 15788 15791
197599 +5.00000E+000 16567 16525 16526
197939 +5.00000E+000 16353 16359 16348
198661 +5.00000E+000 15379 15108 15109
198686 +5.00000E+000 16405 16407 16404
198705 +5.00000E+000 16469 16467 16160
198726 +5.00000E+000   420   582   419
199106 +5.00000E+000 15713 16090 15712
199134 +5.00000E+000   396   614   613
199454 +5.00000E+000   619   618   317
199522 +5.00000E+000 16338 16335 16336
199733 +5.00000E+000 15641 15637 15635
200080 +5.00000E+000 16113 15015 16112
200122 +5.00000E+000 15118 15119 15029
200127 +5.00000E+000 15029 15028 16666
200222 +5.00000E+000 16425 16424 16421
200388 +5.00000E+000 16378 16358 16356
200494 +5.00000E+000 16021 16024 16023
200552 +5.00000E+000   528   526   425
200574 +5.00000E+000 15240 15279 15243
200718 +5.00000E+000 16664 16308 16307
200720 +5.00000E+000 16663 16309 16308
200975 +5.00000E+000 15976 15975 16037
201202 +5.00000E+000 15582 15583 15548
201543 +5.00000E+000   821   816   827
201749 +5.00000E+000 16100 15004 15003
201929 +5.00000E+000 15010 16108 15011
202104 +5.00000E+000 16413 16415 16412
202220 +5.00000E+000 15957 15558 15958
202242 +5.00000E+000   582   581   419
202758 +5.00000E+000   460   459   640
202979 +5.00000E+000 15545 15578 15538
202980 +5.00000E+000 15538 15578 15546
204011 +5.00000E+000 15711 16088 15710
204391 +5.00000E+000 16496 16535 16498
204518 +5.00000E+000 16659 16312 16660
205169 +5.00000E+000 16593 16594 16599
205259 +5.00000E+000 15517 15513 15514
205572 +5.00000E+000   630   629   322
205674 +5.00000E+000 16425 16438 16427
205780 +5.00000E+000   406   498   405
206138 +5.00000E+000   287   288   469
206245 +5.00000E+000 15041 16679 16680
206484 +5.00000E+000 16438 16436 16439
207252 +5.00000E+000 15706 16083 15705
207442 +5.00000E+000 16523 16524 16526
208508 +5.00000E+000 15555 15607 15608
208515 +5.00000E+000 16445 16387 16448
209003 +5.00000E+000   624   626   456
209931 +5.00000E+000   385   236   386
210491 +5.00000E+000 16619 16620 16622
211334 +5.00000E+000   238   239   742
211897 +5.00000E+000 15386 15128 15044
211901 +5.00000E+000 15044 15045 15386
212585 +5.00000E+000   754   218   371
212785 +5.00000E+000 16546 16545 16542
212790 +5.00000E+000 16542 16540 16544
212792 +5.00000E+000 16549 16550 16546
213021 +5.00000E+000 15175 15173 15172
213604 +5.00000E+000 16249 16248 16118
214152 +5.00000E+000 16435 16441 16440
214503 +5.00000E+000 16550 16548 16546
215419 +5.00000E+000   569   259   260
215960 +5.00000E+000 15157 15158 15471
217144 +5.00000E+000   617   315   316
217150 +5.00000E+000   449   617   450
217221 +5.00000E+000 15033 15113 15114
217247 +5.00000E+000 15035 15112 15034
218180 +5.00000E+000 16542 16541 16539
219784 +5.00000E+000 16465 16464 16462
219786 +5.00000E+000 16458 16462 16441
220065 +5.00000E+000   296   515   514
220422 +5.00000E+000 15280 15019 15244
222781 +5.00000E+000 16570 16609 16576
222965 +5.00000E+000 16300 16672 16671
223215 +5.00000E+000 16321 16325 16322
223218 +5.00000E+000 16197 16212 16199
223258 +5.00000E+000 15233 15234 15212
223438 +5.00000E+000 16668 16304 16303
223721 +5.00000E+000 16413 16407 16446
225019 +5.00000E+000 16099 15003 15002
225027 +5.00000E+000 16316 16315 16656
225030 +5.00000E+000 16322 16315 16316
225408 +5.00000E+000 16027 16028 16065
225427 +5.00000E+000   324   325   758
225798 +5.00000E+000   635   464   652
226065 +5.00000E+000 16278 16146 16147
226072 +5.00000E+000 15030 16668 15031
226699 +5.00000E+000 16110 15013 15012
226708 +5.00000E+000 16149 16623 16150
227287 +5.00000E+000 16417 16305 16306
228229 +5.00000E+000 16369 16374 16371
228449 +5.00000E+000 16447 16450 16446
228465 +5.00000E+000 16527 16529 16488
228574 +5.00000E+000 15769 15709 15708
229845 +5.00000E+000   446   445   311
230253 +5.00000E+000 16090 14995 14994
230259 +5.00000E+000 14996 15305 14995
230259 +5.00000E+000 14996 14995 16092
230656 +5.00000E+000 15000 16097 15001
230658 +5.00000E+000 15000 14999 16096
231170 +5.00000E+000   913   206   207
231676 +5.00000E+000 16103 15006 16102
231679 +5.00000E+000 15006 15005 16102
231924 +5.00000E+000 16547 16548 16607
232097 +5.00000E+000 15315 15312 15330
232487 +5.00000E+000 15046 16684 16685
233087 +5.00000E+000 15039 15038 16676
233896 +5.00000E+000 16358 16378 16364
234609 +5.00000E+000 16086 16087 14991
234779 +5.00000E+000   901   900   198
235123 +5.00000E+000   528   401   527
235883 +5.00000E+000   199   200   906
236534 +5.00000E+000   599   601   725
236972 +5.00000E+000 15701 16641 15700
237174 +5.00000E+000 15120 15028 15119
237208 +5.00000E+000 16072 15741 16071
237340 +5.00000E+000 15004 16101 15005
238369 +5.00000E+000 15117 15118 15030
238371 +5.00000E+000 15030 15118 15029
238492 +5.00000E+000 16544 16154 16549
238697 +5.00000E+000 15074 15203 15073
239521 +5.00000E+000   463   651   652
239525 +5.00000E+000   462   651   463
240503 +5.00000E+000 16460 16162 16161
241429 +5.00000E+000 15579 15545 15544
241805 +5.00000E+000 16204 16205 16222
242747 +5.00000E+000 16104 15007 16103
243816 +5.00000E+000 16686 16081 15048
244804 +5.00000E+000 16458 16433 16456
245000 +5.00000E+000   316   618   617
245012 +5.00000E+000   618   451   450
246077 +5.00000E+000 15460 15459 15465
246864 +5.00000E+000 15741 15740 16330
246866 +5.00000E+000 15740 16367 16330
247231 +5.00000E+000 16333 16351 16342
248148 +5.00000E+000   275   473   274
248352 +5.00000E+000 15271 15269 15267
248397 +5.00000E+000 15699 15758 15757
248731 +5.00000E+000 16615 16613 16616
248882 +5.00000E+000 16664 15028 15027
249243 +5.00000E+000 15013 16110 15014
250130 +5.00000E+000 16615 16616 16619
250172 +5.00000E+000 15044 15043 16682
250298 +5.00000E+000 15103 15381 14986
251022 +5.00000E+000 16098 15002 15001
252100 +5.00000E+000 16299 16300 16478
252327 +5.00000E+000 15465 15151 15152
252605 +5.00000E+000 15114 15032 15033
252606 +5.00000E+000 15032 16670 15033
252608 +5.00000E+000 15031 16669 15032
252959 +5.00000E+000 16089 16090 14994
253773 +5.00000E+000 15920 15923 15938
255799 +5.00000E+000 15108 15039 15107
255844 +5.00000E+000   283   477   282
256042 +5.00000E+000   741   240   241
256733 +5.00000E+000 15775 15710 15774
256805 +5.00000E+000 16095 14999 16094
256808 +5.00000E+000 14998 16094 14999
257162 +5.00000E+000   860   191   192
257595 +5.00000E+000 16365 16401 16362
257750 +5.00000E+000 14993 16089 14994
257750 +5.00000E+000 14993 14994 15314
258276 +5.00000E+000 16085 14990 14989
258279 +5.00000E+000 14989 16084 16085
258280 +5.00000E+000 16086 14991 14990
258353 +5.00000E+000 15766 15764 15767
258481 +5.00000E+000   249   726   248
258879 +5.00000E+000 16005 16006 15731
258983 +5.00000E+000 15741 16072 15740
259678 +5.00000E+000 16014 16025 16027
259732 +5.00000E+000 16659 16660 15023
259735 +5.00000E+000 15124 15023 15024
262094 +5.00000E+000   500   292   506
262366 +5.00000E+000   454   625   455
263321 +5.00000E+000 15562 15563 15975
264121 +5.00000E+000 16168 16167 16380
264805 +5.00000E+000 15545 16279 16280
264918 +5.00000E+000 15893 15914 15872
265197 +5.00000E+000   432   515   433
265409 +5.00000E+000 15728 15727 15978
265779 +5.00000E+000 15026 16664 15027
266596 +5.00000E+000 16084 15707 16085
267281 +5.00000E+000   843   340   341
267282 +5.00000E+000   340   843   802
268277 +5.00000E+000   760   763   759
268918 +5.00000E+000 16131 15513 15498
268920 +5.00000E+000 15498 15524 15501
268982 +5.00000E+000 15581 15580 15543
269538 +5.00000E+000 16368 15738 16369
270498 +5.00000E+000   263   264   547
270499 +5.00000E+000   565   263   547
270797 +5.00000E+000   245   733   244
271514 +5.00000E+000 16458 16441 16435
271774 +5.00000E+000   213   753   212
271954 +5.00000E+000   217   755   216
272106 +5.00000E+000   668   351   667
272524 +5.00000E+000 15722 15903 15904
272568 +5.00000E+000 16058 16063 15736
272614 +5.00000E+000 15293 14999 15291
273356 +5.00000E+000 16562 16573 16582
273415 +5.00000E+000 16659 15023 15022
273418 +5.00000E+000 15022 15021 16658
273761 +5.00000E+000 16088 14992 16087
274167 +5.00000E+000   375   374   223
274170 +5.00000E+000   374   222   223
274405 +5.00000E+000   615   435   300
274586 +5.00000E+000 15043 16681 16682
274604 +5.00000E+000   484   482   469
274682 +5.00000E+000   315   617   314
274796 +5.00000E+000 16380 16377 16375
276983 +5.00000E+000 15240 15278 15017
276985 +5.00000E+000 14978 15017 16080
276985 +5.00000E+000 14978 15279 15017
